accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,scaffold_n50,contig_n50,total_sequence_length,max_lifespan,body_mass,LQ,refseq_category,submission_date
GCF_949628215.1,Phalacrocorax aristotelis,,126867,Neognathae,Suliformes,Phalacrocoracidae,Phalacrocorax,78889319,11420000,1279116138,30.6,1773.0,0.054533797007106255,reference genome,2023-04-08
GCA_031468815.1,Morus bassanus,northern gannet,37578,Neognathae,Suliformes,Sulidae,Morus,85624757,10178591,1294787636,37.4,2950.0,0.0950699091751912,reference genome,2023-09-15
GCA_031468805.1,Morus bassanus,northern gannet,37578,Neognathae,Suliformes,Sulidae,Morus,67716506,9126423,1381630140,37.4,2950.0,0.0950699091751912,,2023-09-15
GCA_020746105.1,Trogon surrucura,Suruca trogon,297711,Neognathae,Trogoniformes,Trogonidae,Trogon,82617956,16237294,1165727389,,,,reference genome,2021-11-05
GCA_044704955.1,Pristiophorus japonicus,,55135,Selachii,,Pristiophoridae,Pristiophorus,225854410,1893048,5923050865,,,,reference genome,2024-11-13
GCF_044704955.1,Pristiophorus japonicus,,55135,Selachii,,Pristiophoridae,Pristiophorus,225854410,1893048,5923050865,,,,reference genome,2024-11-13
GCA_044704965.1,Pristiophorus japonicus,,55135,Selachii,,Pristiophoridae,Pristiophorus,223624446,1803752,6365258383,,,,,2024-11-13
GCA_037974335.1,Prionace glauca,blue shark,7815,Selachii,Carcharhiniformes,Carcharhinidae,Prionace,109841703,5319141,3227473548,20.0,113245.0,-0.09782870971290292,reference genome,2024-04-08
GCA_965287045.1,Carcharhinus amblyrhynchos,grey reef shark,263684,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,90619553,6101901,2923561432,25.0,18535.0,0.12122835764096762,reference genome,2025-10-10
GCF_965287045.1,Carcharhinus amblyrhynchos,grey reef shark,263684,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,90619553,6101901,2923561432,25.0,18535.0,0.12122835764096762,reference genome,2025-11-06
GCA_965295155.1,Carcharhinus amblyrhynchos,grey reef shark,263684,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,90619553,6095487,2927843764,25.0,18535.0,0.12122835764096762,,2025-10-10
GCA_047496885.1,Scyliorhinus torazame,cloudy catshark,75743,Selachii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,266286206,3187150,6451259511,,,,reference genome,2025-02-07
GCF_047496885.1,Scyliorhinus torazame,cloudy catshark,75743,Selachii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,266286206,3187150,6451259511,,,,reference genome,2025-02-07
GCA_902713615.2,Scyliorhinus canicula,smaller spotted catshark,7830,Selachii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,198790641,1862211,4220389930,12.0,726.0,0.021123487546933495,reference genome,2021-01-28
GCA_902713615.1,Scyliorhinus canicula,smaller spotted catshark,7830,Selachii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,198790641,1862211,4220389930,12.0,726.0,0.021123487546933495,,2020-12-17
GCF_902713615.1,Scyliorhinus canicula,smaller spotted catshark,7830,Selachii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,198790641,1862211,4220389930,12.0,726.0,0.021123487546933495,reference genome,2020-12-17
GCA_964213995.1,Mustelus asterias,starry smooth-hound,112232,Selachii,Carcharhiniformes,Triakidae,Mustelus,109010392,1197343,3679774521,,,,reference genome,2024-08-22
GCF_964213995.1,Mustelus asterias,starry smooth-hound,112232,Selachii,Carcharhiniformes,Triakidae,Mustelus,109010392,1197343,3679774521,,,,reference genome,2024-08-22
GCA_055755675.1,Galeorhinus galeus,tope shark,86063,Selachii,Carcharhiniformes,Triakidae,Galeorhinus,80533134,2616942,2685485351,55.0,24585.0,0.4445871631007543,reference genome,2026-03-09
GCA_055755705.1,Galeorhinus galeus,tope shark,86063,Selachii,Carcharhiniformes,Triakidae,Galeorhinus,55143000,1737549,4815995878,55.0,24585.0,0.4445871631007543,,2026-03-09
GCA_036365495.1,Heterodontus francisci,horn shark,7792,Selachii,Heterodontiformes,Heterodontidae,Heterodontus,97904885,3485302,5196885747,,,,,2024-02-06
GCA_036365525.1,Heterodontus francisci,horn shark,7792,Selachii,Heterodontiformes,Heterodontidae,Heterodontus,90140832,3418954,6013048672,,,,reference genome,2024-02-06
GCF_036365525.1,Heterodontus francisci,horn shark,7792,Selachii,Heterodontiformes,Heterodontidae,Heterodontus,90140832,3418954,6013048672,,,,reference genome,2024-02-06
GCA_035084135.2,Heptranchias perlo,sharpnose sevengill shark,212740,Selachii,Hexanchiformes,Hexanchidae,Heptranchias,71728118,5515303,3087787698,,,,,2024-06-14
GCA_035084215.1,Heptranchias perlo,sharpnose sevengill shark,212740,Selachii,Hexanchiformes,Hexanchidae,Heptranchias,66821466,4905566,3249915908,,,,reference genome,2024-01-05
GCF_035084215.1,Heptranchias perlo,sharpnose sevengill shark,212740,Selachii,Hexanchiformes,Hexanchidae,Heptranchias,66821466,4905566,3249915908,,,,reference genome,2024-01-05
GCA_055471155.1,Carcharias taurus,sand tiger shark,30501,Selachii,Lamniformes,Carchariidae,Carcharias,148992785,7024806,4806479161,12.0,87340.0,-0.30214763932751865,reference genome,2026-02-24
GCA_055471145.1,Carcharias taurus,sand tiger shark,30501,Selachii,Lamniformes,Carchariidae,Carcharias,148959525,7251361,4482499012,12.0,87340.0,-0.30214763932751865,,2026-02-24
GCA_964194155.1,Cetorhinus maximus,,57982,Selachii,Lamniformes,Cetorhinidae,Cetorhinus,126028485,1961965,3993849873,32.0,2200000.0,-0.0939242679733272,reference genome,2024-06-28
GCF_964194155.1,Cetorhinus maximus,,57982,Selachii,Lamniformes,Cetorhinidae,Cetorhinus,126028485,1961965,3993849873,32.0,2200000.0,-0.0939242679733272,reference genome,2024-06-28
GCA_017639515.1,Carcharodon carcharias,great white shark,13397,Selachii,Lamniformes,Lamnidae,Carcharodon,169918123,6544962,4286294447,50.0,1870000.0,0.11086392630635133,reference genome,2021-03-30
GCF_017639515.1,Carcharodon carcharias,great white shark,13397,Selachii,Lamniformes,Lamnidae,Carcharodon,169918123,6544962,4286294447,50.0,1870000.0,0.11086392630635133,reference genome,2021-03-30
GCA_047496795.1,Chiloscyllium punctatum,brownbanded bambooshark,137246,Selachii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,93668967,5342658,5274411202,,,,reference genome,2025-02-07
GCF_047496795.1,Chiloscyllium punctatum,brownbanded bambooshark,137246,Selachii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,93668967,5342658,5274411202,,,,reference genome,2025-02-07
GCA_020745735.1,Hemiscyllium ocellatum,epaulette shark,170820,Selachii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,83580160,8845575,3983466396,,,,reference genome,2021-11-05
GCF_020745735.1,Hemiscyllium ocellatum,epaulette shark,170820,Selachii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,83580160,8845575,3983466396,,,,reference genome,2021-11-05
GCF_004010195.1,Chiloscyllium plagiosum,whitespotted bambooshark,36176,Selachii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,73167256,40597,3556460701,,,,reference genome,2019-01-10
GCA_004010195.1,Chiloscyllium plagiosum,whitespotted bambooshark,36176,Selachii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,72140027,37239,3776550609,,,,reference genome,2019-01-10
GCA_021869965.1,Rhincodon typus,whale shark,259920,Selachii,Orectolobiformes,Rhincodontidae,Rhincodon,70796938,48454,2881325413,54.0,18700000.0,-0.011110466712732192,,2022-02-03
GCF_021869965.1,Rhincodon typus,whale shark,259920,Selachii,Orectolobiformes,Rhincodontidae,Rhincodon,70796938,48454,2881325413,54.0,18700000.0,-0.011110466712732192,reference genome,2022-02-03
GCA_021869965.2,Rhincodon typus,whale shark,259920,Selachii,Orectolobiformes,Rhincodontidae,Rhincodon,65379433,15567830,3214980555,54.0,18700000.0,-0.011110466712732192,reference genome,2026-01-22
GCA_030684315.1,Stegostoma tigrinum,,3053191,Selachii,Orectolobiformes,Stegostomatidae,Stegostoma,79021053,6162596,3198515386,,,,reference genome,2023-08-08
GCF_030684315.1,Stegostoma tigrinum,,3053191,Selachii,Orectolobiformes,Stegostomatidae,Stegostoma,79021053,6162596,3198515386,,,,reference genome,2023-08-08
GCA_022316705.1,Stegostoma tigrinum,,3053191,Selachii,Orectolobiformes,Stegostomatidae,Stegostoma,76588082,56707,2771866316,,,,,2022-02-17
GCF_022316705.1,Stegostoma tigrinum,,3053191,Selachii,Orectolobiformes,Stegostomatidae,Stegostoma,76588082,56707,2771866316,,,,,2022-02-17
GCA_052327205.1,Somniosus microcephalus,Greenland sleeper shark,191813,Selachii,Squaliformes,Somniosidae,Somniosus,240357632,1075145,6448606148,,,,reference genome,2025-08-28
GCA_050613895.1,Squalus suckleyi,Puget Sound dogfish,7798,Selachii,Squaliformes,Squalidae,Squalus,153064829,2529731,4657981142,,,,reference genome,2025-05-29
GCA_050613905.1,Squalus suckleyi,Puget Sound dogfish,7798,Selachii,Squaliformes,Squalidae,Squalus,141143133,2459693,5298610218,,,,,2025-05-29
GCA_030390025.1,Squalus acanthias,spiny dogfish,7797,Selachii,Squaliformes,Squalidae,Squalus,124086705,1715360,3713488297,75.0,5005.0,0.6867072138511452,reference genome,2023-07-03
GCA_050084885.1,Anguilla japonica,Japanese eel,7937,Teleostei,Anguilliformes,Anguillidae,Anguilla,68637738,328041,1225527013,,,,,2025-05-01
GCA_039654925.2,Anguilla bicolor pacifica,Indian short-finned eel,61126,Teleostei,Anguilliformes,Anguillidae,Anguilla,61071980,16884858,1087593838,,,,reference genome,2024-06-14
GCA_025169545.1,Anguilla japonica,Japanese eel,7937,Teleostei,Anguilliformes,Anguillidae,Anguilla,58706456,21484275,1028695784,,,,reference genome,2022-09-14
GCA_013347855.1,Anguilla anguilla,European eel,7936,Teleostei,Anguilliformes,Anguillidae,Anguilla,57205429,5114673,979029243,88.0,3629.45,0.6824316968898336,reference genome,2020-06-18
GCF_013347855.1,Anguilla anguilla,European eel,7936,Teleostei,Anguilliformes,Anguillidae,Anguilla,57205429,5114673,979029243,88.0,3629.45,0.6824316968898336,reference genome,2020-06-18
GCA_018555375.3,Anguilla rostrata,American eel,7938,Teleostei,Anguilliformes,Anguillidae,Anguilla,56672075,5074093,976090453,50.0,4031.5,0.4311058187294632,reference genome,2024-03-04
GCF_018555375.3,Anguilla rostrata,American eel,7938,Teleostei,Anguilliformes,Anguillidae,Anguilla,56672075,5074093,976090453,50.0,4031.5,0.4311058187294632,reference genome,2024-03-04
GCA_037790555.1,Anguilla japonica,Japanese eel,7937,Teleostei,Anguilliformes,Anguillidae,Anguilla,56411370,14072964,1004656165,,,,,2024-03-29
GCA_018320845.1,Anguilla anguilla,European eel,7936,Teleostei,Anguilliformes,Anguillidae,Anguilla,55981566,13160103,1033223415,88.0,3629.45,0.6824316968898336,,2021-05-12
GCA_978019975.1,Kaupichthys nuchalis,collared eel,182426,Teleostei,Anguilliformes,Chlopsidae,Kaupichthys,123633232,77495999,1100318673,,,,reference genome,2026-01-29
GCA_963514075.1,Conger conger,European conger,82655,Teleostei,Anguilliformes,Congridae,Conger,64882367,3090688,1136402888,,,,reference genome,2023-09-29
GCF_963514075.1,Conger conger,European conger,82655,Teleostei,Anguilliformes,Congridae,Conger,64882367,3090688,1136402888,,,,reference genome,2023-09-29
GCA_047653785.1,Conger myriaster,whitespotted conger,7943,Teleostei,Anguilliformes,Congridae,Conger,58402862,16603000,1093778583,,,,reference genome,2025-02-11
GCA_029692045.1,Conger conger,European conger,82655,Teleostei,Anguilliformes,Congridae,Conger,55204474,1398550,1005908649,,,,,2023-04-12
GCA_029692085.1,Gymnothorax javanicus,giant moray,473457,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,133528002,24488841,2124863002,,,,reference genome,2023-04-12
GCA_029721435.1,Gymnothorax reevesii,Reeve's moray,473459,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,112885341,53379876,2174377324,,,,reference genome,2023-04-18
GCA_978019965.1,Muraena helena,Mediterranean moray,46662,Teleostei,Anguilliformes,Muraenidae,Muraena,107794592,55409183,2057112079,,,,reference genome,2026-02-01
GCA_978019835.1,Gymnothorax moringa,spotted moray,182438,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,94562300,51686000,1994620691,,,,reference genome,2026-02-01
GCA_975146105.1,Myrichthys ocellatus,goldspotted eel,721872,Teleostei,Anguilliformes,Ophichthidae,Myrichthys,95401461,47180267,1515200344,,,,reference genome,2025-10-09
GCA_022702515.1,Ilyophis sp. 1 JC-2022,,2920201,Teleostei,Anguilliformes,Synaphobranchidae,Ilyophis,121130272,3455548,1494882515,,,,,2022-03-28
GCA_022702415.1,Ilyophis sp. JC_2022_1,,2919650,Teleostei,Anguilliformes,Synaphobranchidae,Ilyophis,115311279,2769000,1469146666,,,,,2022-03-28
GCA_022702525.1,Ilyophis sp. 2 JC-2022,,2920202,Teleostei,Anguilliformes,Synaphobranchidae,Ilyophis,115311279,2769000,1469146666,,,,,2022-03-28
GCA_029718625.1,Synaphobranchus kaupii,Kaup's arrowtooth eel,118154,Teleostei,Anguilliformes,Synaphobranchidae,Synaphobranchus,76846976,519789,1503294022,,,,reference genome,2023-04-14
GCA_963989245.1,Nansenia antarctica,,443705,Teleostei,Argentiniformes,Microstomatidae,Nansenia,66745282,750607,1085777971,,,,reference genome,2024-03-11
GCA_963971535.1,Notolepis coatsorum,Antarctic jonasfish,948063,Teleostei,Aulopiformes,Paralepididae,Notolepis,155911686,444000,3427786127,,,,reference genome,2024-03-07
GCA_902500255.1,Thalassophryne amazonica,,390379,Teleostei,Batrachoidiformes,Batrachoididae,Thalassophryne,118421481,2329598,2446592878,,,,reference genome,2019-09-30
GCF_902500255.1,Thalassophryne amazonica,,390379,Teleostei,Batrachoidiformes,Batrachoididae,Thalassophryne,118421481,2329598,2446592878,,,,reference genome,2019-09-30
GCA_040802735.1,Opsanus beta,Gulf toadfish,95145,Teleostei,Batrachoidiformes,Batrachoididae,Opsanus,98402768,40030226,2151823914,,,,reference genome,2024-07-22
GCA_964638095.1,Poromitra crassiceps,crested bigscale,88708,Teleostei,Beryciformes,Melamphaidae,Poromitra,53864884,841497,1629984087,,,,reference genome,2025-01-02
GCA_964638665.1,Poromitra crassiceps,crested bigscale,88708,Teleostei,Beryciformes,Melamphaidae,Poromitra,53337672,864647,1511638839,,,,,2025-01-02
GCA_976916555.1,Diplecogaster bimaculata,two-spotted clingfish,210029,Teleostei,Blenniiformes,Gobiesocidae,Diplecogaster,90439982,936806,2191042422,,,,reference genome,2025-10-04
GCA_976919225.1,Diplecogaster bimaculata,two-spotted clingfish,210029,Teleostei,Blenniiformes,Gobiesocidae,Diplecogaster,90355791,945583,2211921875,,,,,2025-10-26
GCA_019721115.1,Astyanax mexicanus,Mexican tetra,7994,Teleostei,Characiformes,Acestrorhamphidae,Astyanax,52029803,14827381,1378811567,,,,,2021-08-25
GCA_023375975.1,Astyanax mexicanus,Mexican tetra,7994,Teleostei,Characiformes,Acestrorhamphidae,Astyanax,51923808,47087582,1373169186,,,,reference genome,2022-05-19
GCF_023375975.1,Astyanax mexicanus,Mexican tetra,7994,Teleostei,Characiformes,Acestrorhamphidae,Astyanax,51923808,47087582,1373169186,,,,reference genome,2022-05-19
GCA_023375835.1,Astyanax mexicanus,Mexican tetra,7994,Teleostei,Characiformes,Acestrorhamphidae,Astyanax,51036050,26106996,1410308222,,,,,2022-05-19
GCA_029633855.2,Hoplias malabaricus,trahira,27720,Teleostei,Characiformes,Erythrinidae,Hoplias,53138383,3626585,1186354877,,,,reference genome,2024-06-25
GCF_029633855.1,Hoplias malabaricus,trahira,27720,Teleostei,Characiformes,Erythrinidae,Hoplias,53138383,3626585,1186354877,,,,reference genome,2024-06-25
GCA_054851125.1,Prochilodus lineatus,curimbata,27695,Teleostei,Characiformes,Prochilodontidae,Prochilodus,51531475,5995764,1448379579,,,,reference genome,2026-01-30
GCA_041004005.1,Etroplus suratensis,,238232,Teleostei,Cichliformes,Cichlidae,Etroplus,51572587,33988944,1247975007,,,,reference genome,2024-08-01
GCA_020510985.1,Pholidichthys leucotaenia,,390368,Teleostei,Cichliformes,Pholidichthyidae,Pholidichthys,435632707,5867598,6032307556,,,,reference genome,2021-10-15
GCA_034702125.1,Engraulis encrasicolus,European anchovy,184585,Teleostei,Clupeiformes,Engraulidae,Engraulis,56351229,1448200,1435183673,,,,reference genome,2023-12-28
GCF_034702125.1,Engraulis encrasicolus,European anchovy,184585,Teleostei,Clupeiformes,Engraulidae,Engraulis,56351229,1448200,1435183673,,,,reference genome,2023-12-28
GCA_040112795.1,Engraulis japonicus,Japanese anchovy,42892,Teleostei,Clupeiformes,Engraulidae,Engraulis,55013877,392837,1423324225,,,,reference genome,2024-06-13
GCA_049863035.1,Schizothorax curvilabiatus,,2036785,Teleostei,Cypriniformes,Cyprinidae,Schizothorax,90920403,632754,2470877006,,,,,2025-04-23
GCA_054643165.1,Gymnodiptychus pachycheilus,,263534,Teleostei,Cypriniformes,Cyprinidae,Gymnodiptychus,70769773,5588585,1820914815,,,,reference genome,2026-01-22
GCA_041051915.1,Schizothorax macropogon,,263547,Teleostei,Cypriniformes,Cyprinidae,Schizothorax,59429369,8285006,1420412499,,,,reference genome,2024-08-05
GCA_903798195.1,Danio kyathit,,242068,Teleostei,Cypriniformes,Danionidae,Danio,64228523,1264270,1708446541,,,,reference genome,2020-06-27
GCA_052040795.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,59431669,59431669,1450693629,,,,,2025-08-15
GCA_049306965.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,59305174,59305174,1448791966,,,,reference genome,2025-04-04
GCF_049306965.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,59305174,59305174,1448791966,,,,reference genome,2025-04-04
GCA_033170195.3,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,59265136,59265136,1446656090,,,,,2025-03-19
GCA_944039275.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,58626443,6927137,1413659274,,,,,2022-06-24
GCA_020184715.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,57786111,21088021,1401249944,,,,,2021-09-30
GCA_903798145.1,Danio aesculapii,,1142201,Teleostei,Cypriniformes,Danionidae,Danio,55996547,1517104,1381485597,,,,reference genome,2020-06-27
GCF_903798145.1,Danio aesculapii,,1142201,Teleostei,Cypriniformes,Danionidae,Danio,55996547,1517104,1381485597,,,,reference genome,2020-06-27
GCA_903684855.2,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,54392677,3603372,1360489499,,,,,2020-07-31
GCA_018400075.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,54124915,1203134,1338639271,,,,,2021-05-19
GCA_903684865.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,52957805,4531818,1354075779,,,,,2020-06-28
GCA_903798175.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,51269298,17829,1465089175,,,,,2020-06-27
GCA_008692375.1,Danio rerio,zebrafish,7955,Teleostei,Cypriniformes,Danionidae,Danio,50576722,416828,1306177993,,,,,2019-10-07
GCA_949357685.1,Gobio gobio,gudgeon,27704,Teleostei,Cypriniformes,Gobionidae,Gobio,58069932,2576923,1460662624,,,,reference genome,2023-04-08
GCF_949357685.1,Gobio gobio,gudgeon,27704,Teleostei,Cypriniformes,Gobionidae,Gobio,58069932,2576923,1460662624,,,,reference genome,2023-03-10
GCA_023566225.1,Romanogobio albipinnatus,white-finned gudgeon,260767,Teleostei,Cypriniformes,Gobionidae,Romanogobio,55298942,12526464,1428567521,,,,reference genome,2022-05-31
GCA_021464655.1,Gobio gobio,gudgeon,27704,Teleostei,Cypriniformes,Gobionidae,Gobio,55293470,3305918,1550158453,,,,,2022-01-18
GCA_046055825.1,Pseudorasbora elongata,,328526,Teleostei,Cypriniformes,Gobionidae,Pseudorasbora,53690834,34398244,1384346737,,,,reference genome,2024-12-17
GCA_037039145.1,Fundulus diaphanus,banded killifish,54267,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,57717734,11036555,1351812078,,,,reference genome,2024-03-06
